Hospital Number,State,Hospname,Wait Time,Establishment ID,Parent Id,State Average wait time,Unit,Medicare Prov Number,Address Line 1,Address Line 2,Latitude,Longitude,Australia,Full Address,Remoteness area (code),Remoteness area,Number of available beds,2012-13 Peer Group code,2012-13 Peer Group Name,Admissions reported,Emergency department,Elective surgery reported,Outpatient clinics,2011-12 Peer Group code,2011-12 Peer Group Name,Hospital Group
598,VIC,Central Gippsland Health Service [Sale],20,210502060,NET011269,Y,Campus,,155 Guthridge Parade,Sale 3850,-38.1084372,147.0817939,Australia,155 Guthridge Parade Sale 3850 VIC Australia,1,Inner Regional,81.34,L,Large public acute,Yes,Yes,No,Yes,B2,Large regional and remote,LG
592,VIC,Cobram District Hospital,20,210405120,,Y,Hospital,,24-32 Broadway Street,Cobram 3644,-35.916519,145.651093,Australia,24-32 Broadway Street Cobram 3644 VIC Australia,1,Inner Regional,17.5,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
557,VIC,Cohuna District Hospital,20,210302130,,Y,Hospital,,144-158 King George Street,Cohuna 3568,-35.80014,144.214493,Australia,144-158 King George Street Cohuna 3568 VIC Australia,2,Outer Regional,16,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
510,VIC,Colac Area Health,20,210101130,,Y,Hospital,,2-28 Connor Street,Colac 3250,-38.340839,143.582245,Australia,2-28 Connor Street Colac 3250 VIC Australia,1,Inner Regional,37.33,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
653,VIC,Craigieburn Health Service,20,210A03670,NET011517,Y,Campus,,350 Craigieburn Road West,Craigieburn 3064,-37.594724,144.9126372,Australia,350 Craigieburn Road West Craigieburn 3064 VIC Australia,0,Major Cities,6,O4,Other day procedure hospital,Yes,No,No,No,G,Un-peered and other,SP
624,VIC,Cranbourne Integrated Care Centre,20,210902112,NET003289,Y,Campus,,140-154 Sladen Street,Cranbourne 3977,-38.113049,145.280777,Australia,140-154 Sladen Street Cranbourne 3977 VIC Australia,0,Major Cities,21.92,O4,Other day procedure hospital,Yes,No,Yes,No,C2,Medium (group 2),SP
545,VIC,Creswick District Hospital,20,210204162,NET010434,Y,Campus,,1 Napier Street,Creswick 3363,-37.420631,143.891663,Australia,1 Napier Street Creswick 3363 VIC Australia,1,Inner Regional,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
659,VIC,Dame Phyllis Frost Centre - Marmak unit,20,240A05993,240A05990,Y,Campus,,Riding-Boundary Road,Deer Park 3023,-37.781093,144.751236,Australia,Riding-Boundary Road Deer Park 3023 VIC Australia,0,Major Cities,0,Ps,Psychiatric public,No,No,No,No,F,Psychiatric,PS
623,VIC,Dandenong Campus,20,210902111,NET003289,Y,Campus,,105-135 David Street,Dandenong 3175,-37.977346,145.219128,Australia,105-135 David Street Dandenong 3175 VIC Australia,0,Major Cities,449.5,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
544,VIC,Daylesford District Hospital,20,210204161,NET010434,Y,Campus,,13 Hospital Street,Daylesford 3460,-37.337609,144.144806,Australia,13 Hospital Street Daylesford 3460 VIC Australia,1,Inner Regional,21,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
655,VIC,Dental Health Services Victoria,20,210A05110,,Y,Hospital,,720 Swanston Street,Carlton 3053,-37.799309,144.964417,Australia,720 Swanston Street Carlton 3053 VIC Australia,0,Major Cities,20,O5,Unpeered,Yes,No,No,No,G,Un-peered and other,SP
542,VIC,Dimboola District Hospital,20,210203180,NET003595,Y,Campus,,32-36 Anderson Street,Dimboola 3414,-36.4499078,142.0233459,Australia,32-36 Anderson Street Dimboola 3414 VIC Australia,2,Outer Regional,4,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
660,VIC,Djerriwarrh Health Service,20,NET003020,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,G,Un-peered and other,SP
540,VIC,Djerriwarrh Health Service [Bacchus Marsh],20,210203020,NET003020,Y,Campus,,29-35 Grant Street,Bacchus Marsh 3340,-37.67815,144.434647,Australia,29-35 Grant Street Bacchus Marsh 3340 VIC Australia,1,Inner Regional,45,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
533,VIC,Dunmunkle Health Services [Murtoa],20,210202210,,Y,Hospital,,89 Cromie Street,Rupanyup 3388,-36.636662,142.631546,Australia,89 Cromie Street Rupanyup 3388 VIC Australia,2,Outer Regional,2,OT,Outpatient hospital,Yes,No,No,No,G,Un-peered and other,SP
665,VIC,East Grampians Health Service,20,NET003301,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,C2,Medium (group 2),SP
526,VIC,East Grampians Health Service [Ararat],20,210201101,NET003301,Y,Campus,,Lot 5B Girdlestone Street,Ararat 3377,-37.27906,142.930084,Australia,Lot 5B Girdlestone Street Ararat 3377 VIC Australia,1,Inner Regional,43,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
527,VIC,East Grampians Health Service [Willaura],20,210201102,NET003301,Y,Campus,,Delacombe Way,Willaura 3379,-37.54512,142.794789,Australia,Delacombe Way Willaura 3379 VIC Australia,2,Outer Regional,8,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
677,VIC,East Wimmera Health Service,20,NET010433,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,D1,Small regional acute,SP
569,VIC,East Wimmera Health Service [Birchip],20,210304120,NET010433,Y,Campus,,26 Duncan Street,Birchip 3483,-35.980129,142.915436,Australia,26 Duncan Street Birchip 3483 VIC Australia,2,Outer Regional,8,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
570,VIC,East Wimmera Health Service [Charlton],20,210304130,NET010433,Y,Campus,,4 Menzies Street,Charlton 3525,-36.271049,143.345917,Australia,4 Menzies Street Charlton 3525 VIC Australia,2,Outer Regional,0,VS,Very small public,No,No,No,No,G,Un-peered and other,SM
567,VIC,East Wimmera Health Service [Donald],20,210303190,NET010433,Y,Campus,,7 Aitken Avenue,Donald 3480,-36.36407,142.974813,Australia,7 Aitken Avenue Donald 3480 VIC Australia,2,Outer Regional,15.25,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
539,VIC,East Wimmera Health Service [St Arnaud],20,210202480,NET010433,Y,Campus,,52 North Western Road,St Arnaud 3478,-36.6104934,143.2467416,Australia,52 North Western Road St Arnaud 3478 VIC Australia,2,Outer Regional,16.25,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
556,VIC,East Wimmera Health Service [Wycheproof],20,210301560,NET010433,Y,Campus,,19 Grandview Street,Wycheproof 3527,-36.079239,143.233994,Australia,19 Grandview Street Wycheproof 3527 VIC Australia,2,Outer Regional,6,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
686,VIC,Eastern Health,20,NET011518,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,A1,Principal referral,SP
558,VIC,Echuca Regional Health,20,210302180,,Y,Hospital,,9-27 Francis Street,Echuca 3564,-36.138191,144.74881,Australia,9-27 Francis Street Echuca 3564 VIC Australia,1,Inner Regional,65.08,S1,Small public acute with surgery/obstetrics,Yes,Yes,No,No,C1,Medium (group 1),SM
543,VIC,Edenhope & District Hospital,20,210203240,,Y,Hospital,,128-134 Elizabeth Street,Edenhope 3318,-37.035622,141.288849,Australia,128-134 Elizabeth Street Edenhope 3318 VIC Australia,2,Outer Regional,18.33,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
625,VIC,Frankston Hospital,20,210902220,NET003285,Y,Campus,,2 Hastings Road,Frankston 3199,-38.1507,145.129654,Australia,2 Hastings Road Frankston 3199 VIC Australia,0,Major Cities,375.5,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
513,VIC,Geelong Hospital,20,210102050,NET010441,Y,Campus,,Bellerine Street,Geelong 3220,-38.157949,144.361488,Australia,Bellerine Street Geelong 3220 VIC Australia,0,Major Cities,431,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,PR
668,VIC,Gippsland Southern Health Service,20,NET003323,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,C2,Medium (group 2),SP
630,VIC,Golf Links Road Rehabilitation Centre and PCU,20,210904083,NET003285,Y,Campus,,125 Golf Links Road,Frankston 3199,-38.174339,145.149979,Australia,125 Golf Links Road Frankston 3199 VIC Australia,0,Major Cities,73.33,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,G,Un-peered and other,SP
664,VIC,Goulburn Valley Health,20,NET003297,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,A1,Principal referral,SP
573,VIC,Goulburn Valley Health [Shepparton],20,210401121,NET003297,Y,Campus,,2 Graham Street,Shepparton 3630,-36.362629,145.405762,Australia,2 Graham Street Shepparton 3630 VIC Australia,1,Inner Regional,203.09,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
574,VIC,Goulburn Valley Health [Tatura],20,210401122,NET003297,Y,Campus,,64-68 Park Street,Tatura 3616,-36.43914,145.225815,Australia,64-68 Park Street Tatura 3616 VIC Australia,1,Inner Regional,8,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
548,VIC,Goulburn Valley Health [Waranga],20,210301123,NET003297,Y,Campus,,14 Coyle Street,Rushworth 3612,-36.587945,145.007708,Australia,14 Coyle Street Rushworth 3612 VIC Australia,1,Inner Regional,12,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
523,VIC,Grace McKellar Centre [Geelong],20,210103040,NET010441,Y,Campus,,45-95 Ballarat Road,North Geelong 3215,-38.1223083,144.3356154,Australia,45-95 Ballarat Road North Geelong 3215 VIC Australia,0,Major Cities,100,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,G,Un-peered and other,SP
615,VIC,Healesville and District Hospital,20,210803330,NET011518,Y,Campus,,377 Maroondah Highway,Healesville 3777,-37.647518,145.528748,Australia,377 Maroondah Highway Healesville 3777 VIC Australia,1,Inner Regional,19,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D2,Small non-acute,SM
551,VIC,Heathcote Health,20,210301340,,Y,Hospital,,39 Hospital Street,Heathcote 3523,-36.925598,144.709702,Australia,39 Hospital Street Heathcote 3523 VIC Australia,1,Inner Regional,8.92,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
678,VIC,Hepburn Health Service,20,NET010434,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,D1,Small regional acute,SP
511,VIC,Hesse Rural Health Service [Winchelsea],20,210101500,,Y,Hospital,,8 Gosney Street,Winchelsea 3241,-38.24342,143.984924,Australia,8 Gosney Street Winchelsea 3241 VIC Australia,1,Inner Regional,5,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
518,VIC,Heywood Rural Health,20,210102350,,Y,Hospital,,21 Barclay Street,Heywood 3304,-38.136561,141.622869,Australia,21 Barclay Street Heywood 3304 VIC Australia,2,Outer Regional,5,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
568,VIC,Inglewood & District Health Service,20,210303370,,Y,Hospital,,3 Hospital Street,Inglewood 3517,-36.573376,143.874228,Australia,3 Hospital Street Inglewood 3517 VIC Australia,1,Inner Regional,8,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
559,VIC,Kerang District Health,20,210302240,,Y,Hospital,,13 Burgoyne Street,Kerang 3579,-35.72438,143.916809,Australia,13 Burgoyne Street Kerang 3579 VIC Australia,2,Outer Regional,24,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
587,VIC,Kilmore & District Hospital The,20,210403460,,Y,Hospital,,Rutledge Street,Kilmore 3764,-37.300374,144.952109,Australia,Rutledge Street Kilmore 3764 VIC Australia,1,Inner Regional,28.42,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
622,VIC,Kingston Centre [Cheltenham],20,210902030,NET003289,Y,Campus,,400 Warrigal Road,Cheltenham 3192,-37.954659,145.076843,Australia,400 Warrigal Road Cheltenham 3192 VIC Australia,0,Major Cities,175,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,D2,Small non-acute,SP
621,VIC,Kooweerup Regional Health Service,20,210901480,,Y,Hospital,,215 Rossiter Road,Koo Wee Rup 3981,-38.201561,145.48494,Australia,215 Rossiter Road Koo Wee Rup 3981 VIC Australia,1,Inner Regional,12,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
599,VIC,Korumburra Hospital,20,210502251,NET003323,Y,Campus,,69-75 Bridge Street,Korumburra 3950,-38.430382,145.829437,Australia,69-75 Bridge Street Korumburra 3950 VIC Australia,1,Inner Regional,15,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
549,VIC,Kyabram & District Health Service,20,210301260,,Y,Hospital,,88 Fenaughty Street,Kyabram 3620,-36.3146049,145.042322,Australia,88 Fenaughty Street Kyabram 3620 VIC Australia,1,Inner Regional,45.67,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
550,VIC,Kyneton District Health Service,20,210301270,,Y,Hospital,,7-25 Caroline Chisholm Drive,Kyneton 3444,-37.254398,144.469177,Australia,7-25 Caroline Chisholm Drive Kyneton 3444 VIC Australia,1,Inner Regional,18,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
601,VIC,Latrobe Regional Hospital [Traralgon],20,210502440,,Y,Hospital,,10 Village Avenue,Traralgon 3844,-38.2199359,146.4708135,Australia,10 Village Avenue Traralgon 3844 VIC Australia,1,Inner Regional,239.83,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
600,VIC,Leongatha Memorial Hospital,20,210502252,NET003323,Y,Campus,,66 Koonawarra Road,Leongatha 3953,-38.487419,145.951355,Australia,66 Koonawarra Road Leongatha 3953 VIC Australia,1,Inner Regional,37,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
522,VIC,Lorne Community Hospital,20,210102550,,Y,Hospital,,1 Albert Street,Lorne 3232,-38.545471,143.98082,Australia,1 Albert Street Lorne 3232 VIC Australia,1,Inner Regional,4,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
562,VIC,Maldon Hospital,20,210302590,,Y,Hospital,,Chapel Street,Maldon 3463,-37.706707,144.743096,Australia,Chapel Street Maldon 3463 VIC Australia,1,Inner Regional,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
561,VIC,Mallee Track Health & Community Service,20,210302390,,Y,Hospital,,28 Britt Street,Ouyen 3490,-35.07373,142.31279,Australia,28 Britt Street Ouyen 3490 VIC Australia,2,Outer Regional,1.83,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
563,VIC,Manangatang & District Hospital,20,210302660,210303130,Y,Campus,,37 Pioneer Street,Manangatang 3546,-35.05106,142.881073,Australia,37 Pioneer Street Manangatang 3546 VIC Australia,2,Outer Regional,6,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
584,VIC,Mansfield District Hospital,20,210402670,,Y,Hospital,,53 Highett Street,Mansfield 3722,-37.057598,146.086502,Australia,53 Highett Street Mansfield 3722 VIC Australia,2,Outer Regional,24.25,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
607,VIC,Maroondah Hospital [East Ringwood],20,210801210,NET011518,Y,Campus,,1-15 Mt Dandenong Road,Ringwood East 3135,-37.81115,145.240067,Australia,1-15 Mt Dandenong Road Ringwood East 3135 VIC Australia,0,Major Cities,263.91,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
666,VIC,Maryborough District Health Service,20,NET003312,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,C2,Medium (group 2),SP
553,VIC,Maryborough District Health Service [Dunolly],20,210301352,NET003312,Y,Campus,,20 Havelock Street,Dunolly 3472,-36.855572,143.734314,Australia,20 Havelock Street Dunolly 3472 VIC Australia,1,Inner Regional,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
552,VIC,Maryborough District Health Service [Maryborough],20,210301351,NET003312,Y,Campus,,75-87 Clarendon Street,Maryborough 3465,-37.04472,143.737396,Australia,75-87 Clarendon Street Maryborough 3465 VIC Australia,1,Inner Regional,43.17,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
688,VIC,Melbourne Health,20,NET011520,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,A1,Principal referral,SP
654,VIC,Melton Health,20,210A03680,NET003020,Y,Campus,0,195-209 Barries Road,Melton West 3337,-37.68644,144.558273,Australia,195-209 Barries Road Melton West 3337 VIC Australia,0,Major Cities,17,O5,Unpeered,Yes,No,No,No,D1,Small regional acute,SP
611,VIC,Mercy Health - O'Connell Family Centre,20,210802100,NET003388,Y,Campus,,6 Mont Albert Road,Canterbury 3126,-37.816299,145.061829,Australia,6 Mont Albert Road Canterbury 3126 VIC Australia,0,Major Cities,20,O1,Early parenting centres,Yes,No,No,No,E5,Mothercraft,WC
636,VIC,Mercy Hospital for Women,20,210A01160,NET003388,Y,Campus,,163 Studley Road,Heidelberg 3084,-37.758375,145.058864,Australia,163 Studley Road Heidelberg 3084 VIC Australia,0,Major Cities,152.91,W1,Womens,Yes,Yes,Yes,Yes,A1,Principal referral,WC
669,VIC,Mercy Public Hospital Inc.,20,NET003388,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,A1,Principal referral,SP
642,VIC,Mercy Public Hospital Inc.[Werribee],20,210A01320,NET003388,Y,Campus,,300 Princes Highway,Werribee 3030,-37.8854343,144.6988651,Australia,300 Princes Highway Werribee 3030 VIC Australia,0,Major Cities,172.67,M,Medium public acute,Yes,Yes,Yes,Yes,B1,Large Major cities,LG
560,VIC,Mildura Base Hospital,20,210302320,,Y,Hospital,,Ontario Avenue,Mildura 3502,-34.183099,142.145126,Australia,Ontario Avenue Mildura 3502 VIC Australia,2,Outer Regional,128,L,Large public acute,Yes,Yes,No,Yes,B2,Large regional and remote,LG
662,VIC,Monash Health,20,NET003289,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,A1,Principal referral,SP
606,VIC,Monash Medical Centre [Clayton],20,210801170,NET003289,Y,Campus,,246 Clayton Road,Clayton 3168,-37.920979,145.120834,Australia,246 Clayton Road Clayton 3168 VIC Australia,0,Major Cities,589.42,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,PR
617,VIC,Monash Medical Centre [Moorabbin],20,210901220,NET003289,Y,Campus,,823-865 Centre Road,East Bentleigh 3165,-37.92149,145.062988,Australia,823-865 Centre Road East Bentleigh 3165 VIC Australia,0,Major Cities,110.83,L,Large public acute,Yes,No,Yes,Yes,B1,Large Major cities,LG
629,VIC,Mount Eliza Aged Care & Rehabilitation Service,20,210904080,NET003285,Y,Campus,,33 Jacksons Road,Mount Eliza 3930,-38.16782,145.087952,Australia,33 Jacksons Road Mount Eliza 3930 VIC Australia,0,Major Cities,0,O5,Unpeered,No,No,No,No,G,Un-peered and other,SP
520,VIC,Moyne Health Services [Port Fairy],20,210102450,,Y,Hospital,,30-36 Villiers Street,Port Fairy 3284,-38.381491,142.2278392,Australia,30-36 Villiers Street Port Fairy 3284 VIC Australia,1,Inner Regional,15,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
589,VIC,Nathalia District Hospital,20,210404010,,Y,Hospital,,36-44 McDonnell Street,Nathalia 3638,-34.012321,150.810684,Australia,36-44 McDonnell Street Nathalia 3638 VIC Australia,1,Inner Regional,6,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
575,VIC,Northeast Health Wangaratta,20,210401150,,Y,Hospital,,35-47 Green Street,Wangaratta 3677,-36.354351,146.31427,Australia,35-47 Green Street Wangaratta 3677 VIC Australia,1,Inner Regional,141.75,L,Large public acute,Yes,Yes,Yes,Yes,B2,Large regional and remote,LG
685,VIC,Northern Health,20,NET011517,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,A1,Principal referral,SP
641,VIC,Northern Hospital The [Epping],20,210A01280,NET011517,Y,Campus,,185 Cooper Street,Epping 3076,-37.6510879,145.0145397,Australia,185 Cooper Street Epping 3076 VIC Australia,0,Major Cities,365.09,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
586,VIC,Numurkah & District Health Service,20,210403030,,Y,Hospital,,2 Katamatite Road,Numurkah 3636,-36.099218,145.44586,Australia,2 Katamatite Road Numurkah 3636 VIC Australia,1,Inner Regional,3.33,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
597,VIC,Omeo District Health,20,210502040,,Y,Hospital,,12 Easton Street,Omeo 3898,-37.098478,147.59639,Australia,12 Easton Street Omeo 3898 VIC Australia,2,Outer Regional,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
604,VIC,Orbost Regional Health,20,210505050,,Y,Hospital,,104 Boundary Road,Orbost 3888,-37.70211,148.465485,Australia,104 Boundary Road Orbost 3888 VIC Australia,2,Outer Regional,16.75,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,E2,Multi-purpose services,SM
643,VIC,Orygen Inpatient Unit,20,210A01332,NET011520,Y,Campus,,35 Mavis Street,Footscray 3011,-37.791083,144.887276,Australia,35 Mavis Street Footscray 3011 VIC Australia,0,Major Cities,16,Ps,Psychiatric public,Yes,No,No,No,G,Un-peered and other,PS
512,VIC,Otway Health & Community Services [Apollo Bay],20,210102020,,Y,Hospital,,37-43 Mclachlan Street,Apollo Bay 3233,-38.757278,143.663895,Australia,37-43 Mclachlan Street Apollo Bay 3233 VIC Australia,1,Inner Regional,2.92,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
661,VIC,Peninsula Health,20,NET003285,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,A1,Principal referral,SP
612,VIC,Peter James Centre The (East Burwood),20,210802120,NET011518,Y,Campus,,321-345 Burwood Highway,Forest Hill 3131,-37.853989,145.164383,Australia,321-345 Burwood Highway Forest Hill 3131 VIC Australia,0,Major Cities,136.99,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,C2,Medium (group 2),SP
649,VIC,Peter MacCallum Cancer Institute,20,210A01550,,Y,Hospital,,2 St Andrews Place,East Melbourne 3002,-37.811821,144.976715,Australia,2 St Andrews Place East Melbourne 3002 VIC Australia,0,Major Cities,129.42,O3,Other public acute specialised,Yes,No,Yes,Yes,B1,Large Major cities,SP
521,VIC,Portland District Health,20,210102460,,Y,Hospital,,Bentinck Street,Portland 3305,-38.349484,141.606223,Australia,Bentinck Street Portland 3305 VIC Australia,2,Outer Regional,53,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
627,VIC,Queen Elizabeth Centre [Noble Park],20,210903110,,Y,Hospital,,53 Thomas Street,Noble Park 3174,-37.971539,145.177826,Australia,53 Thomas Street Noble Park 3174 VIC Australia,0,Major Cities,37.67,O1,Early parenting centres,Yes,No,No,No,E5,Mothercraft,WC
565,VIC,Robinvale District Health Services,20,210303130,,Y,Hospital,,128-132 Latje Road,Robinvale 3549,-34.58411,142.781006,Australia,128-132 Latje Road Robinvale 3549 VIC Australia,2,Outer Regional,14,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
566,VIC,Rochester & Elmore District Health Service,20,210303140,,Y,Hospital,,1 Pascoe Street,Rochester 3561,-36.36581,144.697937,Australia,1 Pascoe Street Rochester 3561 VIC Australia,1,Inner Regional,12,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
618,VIC,Rosebud Hospital,20,210901250,NET003285,Y,Campus,,1527 Point Nepean Road,Rosebud 3939,-38.352773,144.914734,Australia,1527 Point Nepean Road Rosebud 3939 VIC Australia,0,Major Cities,71,M,Medium public acute,Yes,Yes,No,No,C2,Medium (group 2),LG
638,VIC,Royal Children's Hospital [Parkville],20,210A01191,,Y,Hospital,,50 Flemington Road,Parkville 3052,-37.795429,144.950348,Australia,50 Flemington Road Parkville 3052 VIC Australia,0,Major Cities,306.83,W3,Childrens,Yes,Yes,Yes,Yes,A2,Specialist womens and childrens,WC
644,VIC,Royal Melbourne Hospital [Parkville],20,210A01334,NET011520,Y,Campus,,300 Grattan Street,Parkville 3050,-37.799339,144.956024,Australia,300 Grattan Street Parkville 3050 VIC Australia,0,Major Cities,670.75,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,PR
645,VIC,Royal Melbourne Hospital- Royal Park Campus,20,210A01335,NET011520,Y,Campus,,34-54 Poplar Road,Parkville 3052,-37.77898,144.947586,Australia,34-54 Poplar Road Parkville 3052 VIC Australia,0,Major Cities,114,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,D2,Small non-acute,SP
614,VIC,Royal Talbot Rehabilitation Centre [Kew],20,210803220,NET003399,Y,Campus,,1 Yarra Boulevard,Kew 3101,-37.80391,145.018091,Australia,1 Yarra Boulevard Kew 3101 VIC Australia,0,Major Cities,76.58,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,G,Un-peered and other,SP
640,VIC,"Royal Victorian Eye & Ear Hospital, The",20,210A01240,,Y,Hospital,,32 Gisborne Street,East Melbourne 3002,-37.808651,144.976517,Australia,32 Gisborne Street East Melbourne 3002 VIC Australia,0,Major Cities,55.75,O3,Other public acute specialised,Yes,Yes,Yes,Yes,B1,Large Major cities,SP
639,VIC,Royal Women's Hospital [Carlton],20,210A01230,,Y,Hospital,,20 Flemington Road,Parkville 3052,-37.7998947,144.9555775,Australia,20 Flemington Road Parkville 3052 VIC Australia,0,Major Cities,196,W1,Womens,Yes,Yes,Yes,Yes,A2,Specialist womens and childrens,WC
681,VIC,Rural Northwest Health,20,NET011011,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,D1,Small regional acute,SP
529,VIC,Rural Northwest Health [Hopetoun],20,210201572,NET011011,Y,Campus,,12 Mitchell Place,Hopetoun 3396,-35.730916,142.365531,Australia,12 Mitchell Place Hopetoun 3396 VIC Australia,3,Remote,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
528,VIC,Rural Northwest Health [Warracknabeal],20,210201571,NET011011,Y,Campus,,18 Dimboola Road,Warracknabeal 3393,-36.253518,142.378191,Australia,18 Dimboola Road Warracknabeal 3393 VIC Australia,2,Outer Regional,15.33,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
619,VIC,Sandringham & District Memorial Hospital,20,210901360,NET011519,Y,Campus,,193 Bluff Road,Sandringham 3191,-37.960468,145.019073,Australia,193 Bluff Road Sandringham 3191 VIC Australia,0,Major Cities,89.09,M,Medium public acute,Yes,Yes,Yes,Yes,B1,Large Major cities,LG
