MHid,State,Hospname,Wait Time,Establishment ID,Parent Id,Use Default wait time,Stage Average Wait Time,Unit,Medicare Prov Number,Address Line 1,Address Line 2,Latitude,Longitude,Australia,Full Address,Remoteness area (code),Remoteness area,Number of available beds,2012-13 Peer Group code,2012-13 Peer Group Name,Admissions reported,Emergency department,Elective surgery reported,Outpatient clinics,2011-12 Peer Group code,2011-12 Peer Group Name,Hospital Group
95,NSW,Merriwa (MPS),,1180Q2080,,Y,19,Hospital,0011720J,1 Mackenzie ST,Merriwa 2329,-32.141435,150.355608,Australia,1 Mackenzie ST Merriwa 2329 NSW Australia,2,Outer Regional,8,VS,Very small public,Yes,Yes,No,No,G,Un-peered and other,SM
96,NSW,Muswellbrook,15,1180Q2090,,N,19,Hospital,0010800W,36 Brentwood ST,Muswellbrook 2333,-32.265314,150.900611,Australia,36 Brentwood ST Muswellbrook 2333 NSW Australia,1,Inner Regional,47,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,C2,Medium (group 2),SM
97,NSW,Denman (MPS),,1180Q2100,,Y,19,Hospital,0010810T,51-53 Ogilvie ST,Denman 2328,-32.38966,150.684525,Australia,51-53 Ogilvie ST Denman 2328 NSW Australia,1,Inner Regional,17,VS,Very small public,No,Yes,No,No,G,Un-peered and other,SM
98,NSW,Calvary Mater Newcastle,20,1180Q2110,,N,19,Hospital,0011870W,4 Edith ST,Waratah 2298,-32.902822,151.720595,Australia,4 Edith ST Waratah 2298 NSW Australia,0,Major Cities,178,L,Large public acute,Yes,Yes,Yes,Yes,B1,Large Major cities,LG
99,NSW,Belmont,19,1180Q2140,,N,19,Hospital,0012550B,16 Croudace Bay RD,Belmont 2280,-33.016431,151.645961,Australia,16 Croudace Bay RD Belmont 2280 NSW Australia,0,Major Cities,98.6,M,Medium public acute,Yes,Yes,Yes,No,C1,Medium (group 1),LG
100,NSW,Scott Memorial Scone,,1180Q2160,,Y,19,Hospital,0012050A,24 Stafford ST,Scone 2337,-32.052422,150.876587,Australia,24 Stafford ST Scone 2337 NSW Australia,1,Inner Regional,29,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,D1,Small regional acute,SM
101,NSW,Singleton,23,1180Q2170,,N,19,Hospital,0012070X,Lot 20 Dangar RD,Singleton 2330,-32.565708,151.183594,Australia,Lot 20 Dangar RD Singleton 2330 NSW Australia,1,Inner Regional,47.4,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,C2,Medium (group 2),SM
102,NSW,Murrurundi,,1180Q2190,,Y,19,Hospital,0012390B,59 O'Connell ST,Murrurundi 2338,-31.77022,150.834045,Australia,59 O'Connell ST Murrurundi 2338 NSW Australia,2,Outer Regional,18,S2,Other small public acute,Yes,Yes,No,No,G,Un-peered and other,SM
103,NSW,Tomaree Community,,1180Q2250,,Y,19,Hospital,0010000F,2 Trevally ST,Nelson Bay 2315,-32.720678,152.157827,Australia,2 Trevally ST Nelson Bay 2315 NSW Australia,1,Inner Regional,14,S2,Other small public acute,Yes,Yes,No,No,D1,Small regional acute,SM
104,NSW,John Hunter,21,1180Q2300,,N,19,Hospital,0012790J,156 Kookaburra CCT,New Lambton Heights 2305,-32.922992,151.693001,Australia,156 Kookaburra CCT New Lambton Heights 2305 NSW Australia,0,Major Cities,761.3,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,PR
105,NSW,Ballina,20,1181H2010,,N,19,Hospital,0010580L,78-92 Cherry ST,Ballina 2478,-28.863291,153.564453,Australia,78-92 Cherry ST Ballina 2478 NSW Australia,1,Inner Regional,68.8,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,C2,Medium (group 2),SM
106,NSW,Byron Bay,,1181H2040,,Y,19,Hospital,0010860F,10 Shirley ST,Byron Bay 2481,-28.641951,153.60939,Australia,10 Shirley ST Byron Bay 2481 NSW Australia,1,Inner Regional,19,S2,Other small public acute,Yes,Yes,No,No,D1,Small regional acute,SM
107,NSW,Campbell Coraki,,1181H2050,,Y,19,Hospital,0010880A,1 Spring ST,Coraki 2471,-28.993872,153.276738,Australia,1 Spring ST Coraki 2471 NSW Australia,1,Inner Regional,0.1,VS,Very small public,No,No,No,No,G,Un-peered and other,SM
108,NSW,Casino,21,1181H2060,,N,19,Hospital,0010920J,1 Hotham ST,Casino 2470,-28.84024,153.040131,Australia,1 Hotham ST Casino 2470 NSW Australia,1,Inner Regional,29.1,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,C2,Medium (group 2),SM
109,NSW,Bonalbo,,1181H2070,,Y,19,Hospital,0010760J,1 Hospital RD,Bonalbo 2469,-28.734696,152.622273,Australia,1 Hospital RD Bonalbo 2469 NSW Australia,2,Outer Regional,0,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
110,NSW,Grafton,24,1181H2100,,N,19,Hospital,0011300H,174 Arthur ST,Grafton 2460,-29.67573,152.941757,Australia,174 Arthur ST Grafton 2460 NSW Australia,1,Inner Regional,97.3,M,Medium public acute,Yes,Yes,Yes,Yes,B2,Large regional and remote,LG
111,NSW,Kyogle (MPS),,1181H2130,,Y,19,Hospital,0011550K,199 Sumerland Way,Kyogle 2474,-28.6185359,153.0038056,Australia,199 Sumerland Way Kyogle 2474 NSW Australia,1,Inner Regional,36.9,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
112,NSW,Lismore,31,1181H2140,,N,19,Hospital,0011590B,60 Uralba ST,Lismore 2480,-28.80989,153.289049,Australia,60 Uralba ST Lismore 2480 NSW Australia,1,Inner Regional,249,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
113,NSW,Nimbin (MPS),,1181H2150,,Y,19,Hospital,0011890L,87 Cullen ST,Nimbin 2480,-28.59396,153.222519,Australia,87 Cullen ST Nimbin 2480 NSW Australia,1,Inner Regional,12.6,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
114,NSW,Maclean,26,1181H2170,,N,19,Hospital,0011630K,21 Union ST,Maclean 2463,-29.453819,153.201614,Australia,21 Union ST Maclean 2463 NSW Australia,1,Inner Regional,37.2,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,C2,Medium (group 2),SM
115,NSW,Mullumbimby,,1181H2200,,Y,19,Hospital,0011800J,1-3 Azalea ST,Mullumbimby 2482,-28.559401,153.492325,Australia,1-3 Azalea ST Mullumbimby 2482 NSW Australia,1,Inner Regional,19,S1,Small public acute with surgery/obstetrics,Yes,Yes,No,No,D1,Small regional acute,SM
116,NSW,Murwillumbah,,1181H2210,,Y,19,Hospital,0012210A,8 Ewing ST,Murwillumbah 2484,-28.323629,153.400345,Australia,8 Ewing ST Murwillumbah 2484 NSW Australia,1,Inner Regional,70.8,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,C1,Medium (group 1),SM
117,NSW,St. Vincent's Lismore,,1181H2220,,Y,19,Hospital,0012040B,20 Dalley AV,Lismore 2480,-28.820311,153.287033,Australia,20 Dalley AV Lismore 2480 NSW Australia,1,Inner Regional,0,O5,Unpeered,No,No,No,No,E4,Rehabilitation,SP
118,NSW,The Tweed Hospital,12,1181H2230,,N,19,Hospital,0012690L,14 Powell ST,Tweed Heads 2485,-28.175131,153.544449,Australia,14 Powell ST Tweed Heads 2485 NSW Australia,0,Major Cities,229.8,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
119,NSW,Urbenville (MPS),,1181H2240,,Y,19,Hospital,0012230X,45 Beaury ST,Urbenville 2475,-28.4720693,152.5426319,Australia,45 Beaury ST Urbenville 2475 NSW Australia,2,Outer Regional,22,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
120,NSW,Riverlands Drug and Alcohol Centre,,1181H2670,,Y,19,Hospital,0011590B,Cnr Uralba & Hunter Streets,Lismore 2480,,,Australia,Cnr Uralba & Hunter Streets Lismore 2480 NSW Australia,1,Inner Regional,14,O2,Drug and alcohol hospital,Yes,No,No,No,G,Un-peered and other,SP
121,NSW,Bellinger River,,1182H2030,,Y,19,Hospital,0010680J,43 Church ST,Bellingen 2454,-30.45664,152.894653,Australia,43 Church ST Bellingen 2454 NSW Australia,2,Outer Regional,30.4,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D2,Small non-acute,SM
122,NSW,Coffs Harbour,15,1182H2080,,N,19,Hospital,0010960A,345 Pacific HWY,Coffs Harbour 2450,-30.3149682,153.0921162,Australia,345 Pacific HWY Coffs Harbour 2450 NSW Australia,1,Inner Regional,254,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
123,NSW,Dorrigo (MPS),,1182H2090,,Y,19,Hospital,0011160B,14 Beech ST,Dorrigo 2453,-30.340827,152.714273,Australia,14 Beech ST Dorrigo 2453 NSW Australia,2,Outer Regional,27,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
124,NSW,Macleay Valley - Kempsey,14,1182H2120,,N,19,Hospital,0011640J,119 River ST,Kempsey 2440,-31.0688366,152.8200594,Australia,119 River ST Kempsey 2440 NSW Australia,1,Inner Regional,68.1,M,Medium public acute,Yes,Yes,Yes,No,C1,Medium (group 1),LG
125,NSW,Macksville,23,1182H2160,,N,19,Hospital,0011820F,14-22 Boundary ST,Macksville 2447,-30.713831,152.920273,Australia,14-22 Boundary ST Macksville 2447 NSW Australia,2,Outer Regional,46.2,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),SM
126,NSW,Wauchope,,1182H2250,,Y,19,Hospital,0012320W,69 High ST,Wauchope 2446,-31.458407,152.7363488,Australia,69 High ST Wauchope 2446 NSW Australia,1,Inner Regional,32.2,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D2,Small non-acute,SM
127,NSW,Port Macquarie,18,1182H2720,,N,19,Hospital,,1-31 Wrights RD,Port Macquarie 2444,-31.452821,152.875936,Australia,1-31 Wrights RD Port Macquarie 2444 NSW Australia,1,Inner Regional,169.6,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
128,NSW,Batemans Bay,23,1183N2010,,N,19,Hospital,0010640W,7 Pacific ST,Batemans Bay 2536,-35.714039,150.182755,Australia,7 Pacific ST Batemans Bay 2536 NSW Australia,1,Inner Regional,38.9,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,C2,Medium (group 2),SM
129,NSW,Bega,24,1183N2020,,N,19,Hospital,0010670K,1 McKee DR,Bega 2550,-36.681306,149.838068,Australia,1 McKee DR Bega 2550 NSW Australia,2,Outer Regional,70.1,M,Medium public acute,Yes,Yes,Yes,No,C1,Medium (group 1),LG
130,NSW,Bombala,,1183N2030,,Y,19,Hospital,0010750K,126 Wellington ST,Bombala 2632,-36.917431,149.235779,Australia,126 Wellington ST Bombala 2632 NSW Australia,2,Outer Regional,18.3,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
131,NSW,Braidwood (MPS),,1183N2050,,Y,19,Hospital,0010790B,77 Monkittee ST,Braidwood 2622,-35.4432101,149.804859,Australia,77 Monkittee ST Braidwood 2622 NSW Australia,1,Inner Regional,32,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
132,NSW,Cooma HS,,1183N2060,,Y,19,Hospital,0011010W,1 Bent ST,Cooma 2630,-36.24173,149.128906,Australia,1 Bent ST Cooma 2630 NSW Australia,1,Inner Regional,39.5,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),SM
133,NSW,Crookwell,,1183N2070,,Y,19,Hospital,0011100T,17 Kialla RD,Crookwell 2583,-34.464989,149.467865,Australia,17 Kialla RD Crookwell 2583 NSW Australia,1,Inner Regional,18,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
134,NSW,Delegate (MPS),,1183N2080,,Y,19,Hospital,0011140H,15 Craigie ST,Delegate 2633,-37.044231,148.945877,Australia,15 Craigie ST Delegate 2633 NSW Australia,2,Outer Regional,13,VS,Very small public,No,No,No,No,E2,Multi-purpose services,SM
135,NSW,Goulburn,,1183N2090,,Y,19,Hospital,0011280W,130 Goldsmith ST,Goulburn 2580,-34.7472292,149.7141346,Australia,130 Goldsmith ST Goulburn 2580 NSW Australia,1,Inner Regional,108.9,M,Medium public acute,Yes,Yes,Yes,Yes,B2,Large regional and remote,LG
136,NSW,Moruya,26,1183N2110,,N,19,Hospital,0011780X,2-10 River ST,Moruya 2537,-35.90406,150.070435,Australia,2-10 River ST Moruya 2537 NSW Australia,1,Inner Regional,59.9,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,C1,Medium (group 1),SM
137,NSW,Pambula,,1183N2140,,Y,19,Hospital,0011930Y,1 Merimbola ST,Pambula 2549,-36.928679,149.877371,Australia,1 Merimbola ST Pambula 2549 NSW Australia,2,Outer Regional,29.8,S2,Other small public acute,Yes,No,Yes,No,D1,Small regional acute,SM
138,NSW,Queanbeyan,27,1183N2150,,N,19,Hospital,0011980K,16 Erin ST,Queanbeyan 2620,-35.345989,149.233063,Australia,16 Erin ST Queanbeyan 2620 NSW Australia,0,Major Cities,45.2,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),SM
139,NSW,Bourke Street Health Service,,1183N2160,,Y,19,Hospital,0012020H,234 Bourke ST,Goulburn 2580,-34.748718,149.719315,Australia,234 Bourke ST Goulburn 2580 NSW Australia,1,Inner Regional,49.1,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,E9,Other non-acute,SP
140,NSW,Yass,,1183N2170,,Y,19,Hospital,0012420L,145 Meehan ST,Yass 2582,-34.839935,148.914892,Australia,145 Meehan ST Yass 2582 NSW Australia,1,Inner Regional,10,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
141,NSW,Lake Cargelligo (MPS),,1184L2120,,Y,19,Hospital,0011560J,1 Uabba ST,Lake Cargelligo 2672,-33.291466,146.375259,Australia,1 Uabba ST Lake Cargelligo 2672 NSW Australia,3,Remote,22,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
142,NSW,Wyalong,,1184L2260,,Y,19,Hospital,0012410T,70 Ungarie RD,West Wyalong 2671,-33.919864,147.19909,Australia,70 Ungarie RD West Wyalong 2671 NSW Australia,2,Outer Regional,22,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
143,NSW,Barham Koondrook,,1184M2030,,Y,19,Hospital,0010610A,70 Punt RD,Barham 2732,-35.630255,144.133259,Australia,70 Punt RD Barham 2732 NSW Australia,2,Outer Regional,18,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
144,NSW,Berrigan (MPS),,1184M2040,,Y,19,Hospital,0010700Y,137 Memorial Place,Berrigan 2712,-35.661718,145.81346,Australia,137 Memorial Place Berrigan 2712 NSW Australia,2,Outer Regional,4,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
145,NSW,Culcairn (MPS),,1184M2050,,Y,19,Hospital,0011120K,51-55 Balfour ST,Culcairn 2660,-35.667431,147.041824,Australia,51-55 Balfour ST Culcairn 2660 NSW Australia,1,Inner Regional,27,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
146,NSW,Corowa,,1184M2060,,Y,19,Hospital,0011080B,53 Guy ST,Corowa 2646,-35.993591,146.383408,Australia,53 Guy ST Corowa 2646 NSW Australia,1,Inner Regional,50.5,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,SM
147,NSW,Deniliquin,4,1184M2070,,N,19,Hospital,0011150F,411 Charlotte ST,Deniliquin 2710,-35.5243441,144.9623537,Australia,411 Charlotte ST Deniliquin 2710 NSW Australia,1,Inner Regional,44.2,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),SM
148,NSW,Finley,,1184M2080,,Y,19,Hospital,0011210J,24 Dawe AV,Finley 2713,-35.64122,145.567459,Australia,24 Dawe AV Finley 2713 NSW Australia,1,Inner Regional,14.9,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
149,NSW,Henty (MPS),,1184M2090,,Y,19,Hospital,0011430X,7 Keighran ST,Henty 2658,-35.515513,147.031636,Australia,7 Keighran ST Henty 2658 NSW Australia,1,Inner Regional,3,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
150,NSW,Holbrook,,1184M2100,,Y,19,Hospital,0011450T,1 Bowler ST,Holbrook 2644,-35.721432,147.307007,Australia,1 Bowler ST Holbrook 2644 NSW Australia,1,Inner Regional,26,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
151,NSW,Jerilderie (MPS),,1184M2110,,Y,19,Hospital,0011500Y,33-39 Southey ST,Jerilderie 2716,-35.359248,145.721795,Australia,33-39 Southey ST Jerilderie 2716 NSW Australia,2,Outer Regional,3,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
152,NSW,Mercy Care Centre Albury,,1184M2120,,Y,19,Hospital,0011690Y,550 Poole ST,Albury 2640,-36.069241,146.916718,Australia,550 Poole ST Albury 2640 NSW Australia,1,Inner Regional,30,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,E9,Other non-acute,SP
153,NSW,Urana (MPS),,1184M2130,,Y,19,Hospital,0011620L,127 Princess ST,Urana 2645,-35.3261156,146.267209,Australia,127 Princess ST Urana 2645 NSW Australia,2,Outer Regional,22,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
154,NSW,Tocumwal,,1184M2140,,Y,19,Hospital,0012140Y,1 Adams ST,Tocumwal 2714,-35.816639,145.568253,Australia,1 Adams ST Tocumwal 2714 NSW Australia,1,Inner Regional,16,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
155,NSW,Tumbarumba (MPS),,1184M2150,,Y,19,Hospital,0012180L,4 Mitchell ST,Tumbarumba 2653,-35.778713,148.005743,Australia,4 Mitchell ST Tumbarumba 2653 NSW Australia,2,Outer Regional,42.5,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
156,NSW,Boorowa,,1184N2040,,Y,19,Hospital,0010770H,62-80 Dry ST,Boorowa 2586,-34.443119,148.727066,Australia,62-80 Dry ST Boorowa 2586 NSW Australia,1,Inner Regional,5.1,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
157,NSW,Mercy Care Centre Young,,1184N2100,,Y,19,Hospital,0011710K,69 Demondrille ST,Young 2594,-34.32119,148.288788,Australia,69 Demondrille ST Young 2594 NSW Australia,1,Inner Regional,26,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,E9,Other non-acute,SP
158,NSW,Murrumburrah - Harden,14,1184N2130,,N,19,Hospital,0011810H,54 Swift ST,Harden 2587,-34.5552912,148.3615816,Australia,54 Swift ST Harden 2587 NSW Australia,1,Inner Regional,13,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
159,NSW,Young,8,1184N2180,,N,19,Hospital,0012430K,68 Allanan ST,Young 2594,-34.320709,148.288254,Australia,68 Allanan ST Young 2594 NSW Australia,1,Inner Regional,28,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),SM
160,NSW,Batlow/Adelong (MPS),,1184R2020,,Y,19,Hospital,0010660L,61-81 Pioneer ST,Batlow 2730,-35.522949,148.147995,Australia,61-81 Pioneer ST Batlow 2730 NSW Australia,2,Outer Regional,5,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
161,NSW,Griffith,16,1184R2050,,N,19,Hospital,0011340Y,1 Noorebar AV,Griffith 2680,-34.283203,146.044917,Australia,1 Noorebar AV Griffith 2680 NSW Australia,2,Outer Regional,88.3,L,Large public acute,Yes,Yes,Yes,No,C1,Medium (group 1),LG
162,NSW,Gundagai,,1184R2060,,Y,19,Hospital,0011360W,50 Tor ST,Gundagai 2722,-35.05209,148.102066,Australia,50 Tor ST Gundagai 2722 NSW Australia,1,Inner Regional,18.4,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
163,NSW,Hay,,1184R2070,,Y,19,Hospital,0011410A,351 Murray ST,Hay 2711,-34.500629,144.850662,Australia,351 Murray ST Hay 2711 NSW Australia,2,Outer Regional,28,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
164,NSW,Hillston,,1184R2080,,Y,19,Hospital,0011440W,48C Burns ST,Hillston 2675,-33.478889,145.53894,Australia,48C Burns ST Hillston 2675 NSW Australia,3,Remote,16,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
165,NSW,Junee (MPS),,1184R2090,,Y,19,Hospital,0011510X,67 Broadway ST,Junee 2663,-34.866909,147.580887,Australia,67 Broadway ST Junee 2663 NSW Australia,1,Inner Regional,34,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
166,NSW,Coolamon (MPS),,1184R2100,,Y,19,Hospital,0011520W,1 Buchanan DR,Coolamon 2701,-34.820209,147.199661,Australia,1 Buchanan DR Coolamon 2701 NSW Australia,1,Inner Regional,14,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
167,NSW,Leeton,,1184R2110,,Y,19,Hospital,0011570H,1 Wade AV,Leeton 2705,-34.645994,146.419724,Australia,1 Wade AV Leeton 2705 NSW Australia,2,Outer Regional,67,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,SM
168,NSW,Lockhart,,1184R2130,,Y,19,Hospital,0011610T,53-55 Hebden ST,Lockhart 2656,-35.222328,146.719055,Australia,53-55 Hebden ST Lockhart 2656 NSW Australia,2,Outer Regional,15.6,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
169,NSW,Narrandera,,1184R2150,,Y,19,Hospital,0011840A,56-64 Adams ST,Narrandera 2700,-34.74242,146.547501,Australia,56-64 Adams ST Narrandera 2700 NSW Australia,2,Outer Regional,25.7,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,SM
170,NSW,Temora,,1184R2160,,Y,19,Hospital,0012100H,119 Gloucester ST,Temora 2666,-34.4440645,147.5420585,Australia,119 Gloucester ST Temora 2666 NSW Australia,2,Outer Regional,26,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,SM
171,NSW,Tumut,2,1184R2180,,N,19,Hospital,0012190K,105 Simpson ST,Tumut 2720,-35.3061631,148.219804,Australia,105 Simpson ST Tumut 2720 NSW Australia,1,Inner Regional,31.5,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,SM
172,NSW,Wagga Wagga,14,1184R2190,,N,19,Hospital,0012250T,260 Edward ST,Wagga Wagga 2650,-35.117779,147.358414,Australia,260 Edward ST Wagga Wagga 2650 NSW Australia,1,Inner Regional,238.3,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
173,NSW,Cootamundra,,1184R2210,,Y,19,Hospital,0011070F,120 MacKay ST,Cootamundra 2590,-34.635342,148.013962,Australia,120 MacKay ST Cootamundra 2590 NSW Australia,1,Inner Regional,25.3,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,SM
174,NSW,Bourke (MPS),,1185K2010,,Y,19,Hospital,0010780F,26 Tarcoon ST,Bourke 2840,-30.0913162,145.9470065,Australia,26 Tarcoon ST Bourke 2840 NSW Australia,4,Very remote,20,S2,Other small public acute,Yes,No,Yes,No,D3,Small remote acute,SM
175,NSW,Brewarrina (MPS),,1185K2020,,Y,19,Hospital,0010820L,56 Doyle ST,Brewarrina 2839,-29.9622885,146.8640209,Australia,56 Doyle ST Brewarrina 2839 NSW Australia,4,Very remote,20,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,SM
176,NSW,Cobar,,1185K2030,,Y,19,Hospital,0010950B,1 Lerida RD,Cobar 2835,-31.537354,145.808433,Australia,1 Lerida RD Cobar 2835 NSW Australia,3,Remote,10.5,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,SM
177,NSW,Collarenebri (MPS),,1185K2040,,Y,19,Hospital,0010980X,1 Walgett ST,Collarenebri 2833,-29.54586,148.578934,Australia,1 Walgett ST Collarenebri 2833 NSW Australia,3,Remote,13,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
178,NSW,Coolah (MPS),,1185K2050,,Y,19,Hospital,0011000X,111 Martin ST,Coolah 2843,-31.8224703,149.7098216,Australia,111 Martin ST Coolah 2843 NSW Australia,2,Outer Regional,27,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
179,NSW,Coonabarabran,,1185K2060,,Y,19,Hospital,0011020T,101 Edwards ST,Coonabarabran 2357,-31.2755128,149.2849379,Australia,101 Edwards ST Coonabarabran 2357 NSW Australia,2,Outer Regional,25,S2,Other small public acute,Yes,No,Yes,No,D1,Small regional acute,SM
180,NSW,Baradine (MPS),,1185K2070,,Y,19,Hospital,0011030L,5-9 Darling ST,Baradine 2396,-30.9444576,149.0676212,Australia,5-9 Darling ST Baradine 2396 NSW Australia,3,Remote,17,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
